SHIPMENTDATE,Consignment,Customer,INVOICE,REFERENCE,WEIGHT,ORIGIN,DESTINATION,ZONE,VALUE
2025-06-14,IN-CONS-3389,Client_B,INV-IN-7166,IN-REF-668,15.42,Paris,Coventry Hub,International,1320.26
2025-06-10,IN-CONS-3402,Client_A,INV-IN-7118,IN-REF-669,5.83,Madrid,Coventry Hub,International,4337.7
2025-06-22,IN-CONS-3278,Client_B,INV-IN-7068,IN-REF-670,41.21,Paris,Coventry Hub,International,545.29
2025-06-29,IN-CONS-3608,Client_B,INV-IN-7857,IN-REF-671,5.11,Berlin,Coventry Hub,International,2172.35
2025-06-17,IN-CONS-3962,Client_B,INV-IN-7805,IN-REF-672,24.17,Madrid,Coventry Hub,International,3658.3
2025-06-24,IN-CONS-3629,Client_B,INV-IN-7565,IN-REF-673,7.18,Madrid,Coventry Hub,International,577.91
2025-06-13,IN-CONS-3678,Client_A,INV-IN-7989,IN-REF-674,24.33,Madrid,Coventry Hub,International,3394.28
2025-06-19,IN-CONS-3284,Client_A,INV-IN-7765,IN-REF-675,10.89,Madrid,Coventry Hub,International,1288.72
2025-06-06,IN-CONS-3281,Client_C,INV-IN-7686,IN-REF-676,11.89,Paris,Coventry Hub,International,1089.8
2025-06-03,IN-CONS-3098,Client_C,INV-IN-7936,IN-REF-677,23.1,Madrid,Coventry Hub,International,4798.79
2025-06-05,IN-CONS-3795,Client_B,INV-IN-7923,IN-REF-678,34.25,Berlin,Coventry Hub,International,309.2
2025-06-02,IN-CONS-3627,Client_C,INV-IN-7426,IN-REF-679,28.37,Paris,Coventry Hub,International,4878.12
2025-06-18,IN-CONS-3185,Client_A,INV-IN-7903,IN-REF-680,30.48,Paris,Coventry Hub,International,1114.99
2025-06-27,IN-CONS-3440,Client_B,INV-IN-7716,IN-REF-681,26.31,Madrid,Coventry Hub,International,388.09
2025-06-16,IN-CONS-3259,Client_C,INV-IN-7820,IN-REF-682,27.25,Berlin,Coventry Hub,International,3534.34
2025-06-17,IN-CONS-3771,Client_C,INV-IN-7540,IN-REF-683,13.74,Paris,Coventry Hub,International,2349.55
2025-06-10,IN-CONS-3226,Client_B,INV-IN-7636,IN-REF-684,22.93,Madrid,Coventry Hub,International,3970.98
2025-06-22,IN-CONS-3857,Client_A,INV-IN-7961,IN-REF-685,21.9,Paris,Coventry Hub,International,3736.4
2025-06-09,IN-CONS-3757,Client_A,INV-IN-7423,IN-REF-686,25.27,Madrid,Coventry Hub,International,2119.81
2025-06-12,IN-CONS-3980,Client_B,INV-IN-7876,IN-REF-687,23.99,Berlin,Coventry Hub,International,4826.33
2025-06-16,IN-CONS-3038,Client_B,INV-IN-7921,IN-REF-688,47.71,Berlin,Coventry Hub,International,274.3
2025-06-01,IN-CONS-3567,Client_B,INV-IN-7360,IN-REF-689,12.02,Madrid,Coventry Hub,International,3847.94
2025-06-17,IN-CONS-3897,Client_A,INV-IN-7656,IN-REF-690,48.02,Paris,Coventry Hub,International,3601.82
2025-06-23,IN-CONS-3065,Client_B,INV-IN-7547,IN-REF-691,19.19,Paris,Coventry Hub,International,534.38
2025-06-22,IN-CONS-3122,Client_A,INV-IN-7496,IN-REF-692,37.64,Paris,Coventry Hub,International,1100.43
2025-06-01,IN-CONS-3842,Client_B,INV-IN-7650,IN-REF-693,22.49,Paris,Coventry Hub,International,1331.06
2025-06-02,IN-CONS-3117,Client_C,INV-IN-7829,IN-REF-694,13.84,Paris,Coventry Hub,International,2083.87
2025-06-06,IN-CONS-3927,Client_C,INV-IN-7086,IN-REF-695,14.32,Paris,Coventry Hub,International,2265.0
2025-06-11,IN-CONS-3394,Client_B,INV-IN-7261,IN-REF-696,15.78,Paris,Coventry Hub,International,216.31
2025-06-14,IN-CONS-3598,Client_A,INV-IN-7618,IN-REF-697,29.8,Berlin,Coventry Hub,International,2459.11
2025-06-21,IN-CONS-3629,Client_C,INV-IN-7687,IN-REF-698,46.61,Berlin,Coventry Hub,International,4101.08
2025-06-19,IN-CONS-3543,Client_A,INV-IN-7028,IN-REF-699,45.44,Paris,Coventry Hub,International,1026.72
2025-06-05,IN-CONS-3323,Client_B,INV-IN-7370,IN-REF-700,41.31,Paris,Coventry Hub,International,3535.63
2025-06-11,IN-CONS-3714,Client_C,INV-IN-7971,IN-REF-701,18.14,Paris,Coventry Hub,International,1005.58
2025-06-13,IN-CONS-3848,Client_C,INV-IN-7293,IN-REF-702,12.91,Paris,Coventry Hub,International,2333.71
2025-06-16,IN-CONS-3103,Client_A,INV-IN-7346,IN-REF-703,5.52,Madrid,Coventry Hub,International,773.92
2025-06-18,IN-CONS-3922,Client_B,INV-IN-7833,IN-REF-704,29.0,Madrid,Coventry Hub,International,2776.12
2025-06-13,IN-CONS-3895,Client_A,INV-IN-7619,IN-REF-705,43.13,Madrid,Coventry Hub,International,1116.96
2025-06-09,IN-CONS-3684,Client_C,INV-IN-7732,IN-REF-706,20.28,Berlin,Coventry Hub,International,3122.76
2025-06-05,IN-CONS-3947,Client_C,INV-IN-7896,IN-REF-707,28.97,Madrid,Coventry Hub,International,2468.95
2025-06-22,IN-CONS-3429,Client_A,INV-IN-7235,IN-REF-708,5.91,Paris,Coventry Hub,International,488.12
2025-06-02,IN-CONS-3747,Client_B,INV-IN-7378,IN-REF-709,36.7,Paris,Coventry Hub,International,4548.91
2025-06-17,IN-CONS-3740,Client_B,INV-IN-7735,IN-REF-710,29.81,Berlin,Coventry Hub,International,470.79
2025-06-22,IN-CONS-3628,Client_C,INV-IN-7684,IN-REF-711,39.45,Paris,Coventry Hub,International,1689.46
2025-06-10,IN-CONS-3849,Client_C,INV-IN-7131,IN-REF-712,1.24,Berlin,Coventry Hub,International,951.5
2025-06-02,IN-CONS-3528,Client_B,INV-IN-7531,IN-REF-713,1.93,Paris,Coventry Hub,International,2461.08
2025-06-18,IN-CONS-3489,Client_C,INV-IN-7749,IN-REF-714,8.03,Berlin,Coventry Hub,International,1511.52
2025-06-16,IN-CONS-3727,Client_A,INV-IN-7432,IN-REF-715,17.42,Berlin,Coventry Hub,International,4653.06
2025-06-18,IN-CONS-3135,Client_B,INV-IN-7621,IN-REF-716,10.8,Berlin,Coventry Hub,International,1705.95
2025-06-09,IN-CONS-3269,Client_B,INV-IN-7337,IN-REF-717,39.26,Berlin,Coventry Hub,International,4067.09
2025-06-25,IN-CONS-3857,Client_B,INV-IN-7532,IN-REF-718,34.22,Paris,Coventry Hub,International,327.95
2025-06-13,IN-CONS-3067,Client_A,INV-IN-7004,IN-REF-719,3.4,Paris,Coventry Hub,International,2316.39
2025-06-09,IN-CONS-3820,Client_B,INV-IN-7618,IN-REF-720,44.28,Paris,Coventry Hub,International,2964.68
2025-06-03,IN-CONS-3296,Client_B,INV-IN-7516,IN-REF-721,42.76,Berlin,Coventry Hub,International,918.92
2025-06-14,IN-CONS-3354,Client_B,INV-IN-7464,IN-REF-722,42.75,Madrid,Coventry Hub,International,2551.58
2025-06-02,IN-CONS-3776,Client_A,INV-IN-7830,IN-REF-723,9.5,Madrid,Coventry Hub,International,1585.06
2025-06-18,IN-CONS-3089,Client_B,INV-IN-7329,IN-REF-724,34.83,Paris,Coventry Hub,International,2318.19
2025-06-14,IN-CONS-3339,Client_B,INV-IN-7790,IN-REF-725,13.03,Madrid,Coventry Hub,International,209.54
2025-06-13,IN-CONS-3296,Client_B,INV-IN-7542,IN-REF-726,37.97,Madrid,Coventry Hub,International,1737.49
2025-06-11,IN-CONS-3077,Client_C,INV-IN-7163,IN-REF-727,24.33,Madrid,Coventry Hub,International,177.92
2025-06-28,IN-CONS-3617,Client_B,INV-IN-7326,IN-REF-728,21.94,Paris,Coventry Hub,International,3604.62
2025-06-13,IN-CONS-3716,Client_A,INV-IN-7263,IN-REF-729,35.95,Paris,Coventry Hub,International,3390.78
2025-06-23,IN-CONS-3478,Client_A,INV-IN-7806,IN-REF-730,9.42,Madrid,Coventry Hub,International,346.11
2025-06-25,IN-CONS-3919,Client_C,INV-IN-7762,IN-REF-731,33.09,Berlin,Coventry Hub,International,1254.52
2025-06-09,IN-CONS-3357,Client_A,INV-IN-7461,IN-REF-732,46.63,Berlin,Coventry Hub,International,1828.51
2025-06-13,IN-CONS-3586,Client_B,INV-IN-7381,IN-REF-733,38.12,Madrid,Coventry Hub,International,2893.93
2025-06-19,IN-CONS-3562,Client_A,INV-IN-7775,IN-REF-734,29.63,Paris,Coventry Hub,International,1951.48
2025-06-15,IN-CONS-3768,Client_C,INV-IN-7290,IN-REF-735,16.02,Berlin,Coventry Hub,International,1665.16
2025-06-07,IN-CONS-3638,Client_B,INV-IN-7592,IN-REF-736,42.06,Berlin,Coventry Hub,International,919.95
2025-06-23,IN-CONS-3728,Client_A,INV-IN-7865,IN-REF-737,34.25,Madrid,Coventry Hub,International,4232.81
2025-06-16,IN-CONS-3884,Client_A,INV-IN-7998,IN-REF-738,47.62,Madrid,Coventry Hub,International,4696.18
2025-06-03,IN-CONS-3884,Client_B,INV-IN-7005,IN-REF-739,29.89,Paris,Coventry Hub,International,826.18
2025-06-08,IN-CONS-3209,Client_A,INV-IN-7109,IN-REF-740,39.99,Berlin,Coventry Hub,International,3003.25
2025-06-04,IN-CONS-3370,Client_C,INV-IN-7978,IN-REF-741,30.48,Madrid,Coventry Hub,International,2920.71
2025-06-14,IN-CONS-3947,Client_A,INV-IN-7318,IN-REF-742,23.45,Madrid,Coventry Hub,International,1043.68
2025-06-27,IN-CONS-3531,Client_B,INV-IN-7705,IN-REF-743,49.84,Madrid,Coventry Hub,International,1013.77
2025-06-25,IN-CONS-3564,Client_C,INV-IN-7264,IN-REF-744,13.7,Madrid,Coventry Hub,International,1479.41
2025-06-01,IN-CONS-3115,Client_B,INV-IN-7258,IN-REF-745,35.57,Madrid,Coventry Hub,International,3653.78
2025-06-14,IN-CONS-3946,Client_C,INV-IN-7185,IN-REF-746,30.14,Berlin,Coventry Hub,International,3423.09
2025-06-13,IN-CONS-3018,Client_A,INV-IN-7852,IN-REF-747,24.71,Berlin,Coventry Hub,International,3791.24
2025-06-24,IN-CONS-3690,Client_B,INV-IN-7017,IN-REF-748,36.66,Berlin,Coventry Hub,International,3000.64
2025-06-02,IN-CONS-3502,Client_B,INV-IN-7597,IN-REF-749,37.01,Madrid,Coventry Hub,International,4522.22
2025-06-02,IN-CONS-3477,Client_C,INV-IN-7660,IN-REF-750,19.28,Berlin,Coventry Hub,International,140.83
2025-06-22,IN-CONS-3503,Client_A,INV-IN-7270,IN-REF-751,27.37,Paris,Coventry Hub,International,180.32
2025-06-17,IN-CONS-3689,Client_B,INV-IN-7341,IN-REF-752,40.75,Paris,Coventry Hub,International,3348.79
2025-06-21,IN-CONS-3692,Client_A,INV-IN-7163,IN-REF-753,24.69,Berlin,Coventry Hub,International,4723.03
2025-06-11,IN-CONS-3586,Client_C,INV-IN-7946,IN-REF-754,45.51,Paris,Coventry Hub,International,4762.88
2025-06-24,IN-CONS-3193,Client_A,INV-IN-7451,IN-REF-755,16.93,Berlin,Coventry Hub,International,1805.67
2025-06-21,IN-CONS-3624,Client_C,INV-IN-7381,IN-REF-756,31.91,Madrid,Coventry Hub,International,2723.29
2025-06-06,IN-CONS-3690,Client_A,INV-IN-7284,IN-REF-757,47.8,Paris,Coventry Hub,International,2317.35
2025-06-23,IN-CONS-3017,Client_C,INV-IN-7100,IN-REF-758,22.88,Madrid,Coventry Hub,International,4063.55
2025-06-22,IN-CONS-3794,Client_B,INV-IN-7966,IN-REF-759,38.8,Paris,Coventry Hub,International,3633.4
2025-06-26,IN-CONS-3261,Client_A,INV-IN-7658,IN-REF-760,15.67,Paris,Coventry Hub,International,2255.64
2025-06-29,IN-CONS-3593,Client_C,INV-IN-7370,IN-REF-761,43.86,Berlin,Coventry Hub,International,4146.09
2025-06-27,IN-CONS-3394,Client_B,INV-IN-7853,IN-REF-762,46.66,Paris,Coventry Hub,International,2456.91
2025-06-04,IN-CONS-3561,Client_B,INV-IN-7299,IN-REF-763,46.88,Madrid,Coventry Hub,International,107.86
2025-06-07,IN-CONS-3200,Client_C,INV-IN-7565,IN-REF-764,11.32,Madrid,Coventry Hub,International,2921.26
2025-06-29,IN-CONS-3982,Client_C,INV-IN-7720,IN-REF-765,8.18,Madrid,Coventry Hub,International,939.8
2025-06-10,IN-CONS-3242,Client_B,INV-IN-7898,IN-REF-766,17.24,Berlin,Coventry Hub,International,2916.72
2025-06-28,IN-CONS-3357,Client_B,INV-IN-7670,IN-REF-767,41.61,Paris,Coventry Hub,International,1021.16
2025-06-26,IN-CONS-3213,Client_B,INV-IN-7448,IN-REF-768,23.41,Madrid,Coventry Hub,International,3795.23
2025-06-26,IN-CONS-3709,Client_A,INV-IN-7449,IN-REF-769,46.64,Berlin,Coventry Hub,International,4547.94
2025-06-08,IN-CONS-3751,Client_A,INV-IN-7817,IN-REF-770,30.52,Berlin,Coventry Hub,International,1271.65
2025-06-24,IN-CONS-3926,Client_B,INV-IN-7923,IN-REF-771,16.82,Paris,Coventry Hub,International,4957.19
2025-06-14,IN-CONS-3675,Client_A,INV-IN-7042,IN-REF-772,5.53,Paris,Coventry Hub,International,2461.51
2025-06-11,IN-CONS-3507,Client_A,INV-IN-7885,IN-REF-773,41.76,Madrid,Coventry Hub,International,2038.98
2025-06-27,IN-CONS-3642,Client_B,INV-IN-7311,IN-REF-774,21.25,Paris,Coventry Hub,International,1437.6
2025-06-24,IN-CONS-3540,Client_B,INV-IN-7597,IN-REF-775,12.7,Madrid,Coventry Hub,International,4919.95
2025-06-24,IN-CONS-3791,Client_C,INV-IN-7050,IN-REF-776,45.01,Madrid,Coventry Hub,International,3552.7
2025-06-15,IN-CONS-3526,Client_B,INV-IN-7773,IN-REF-777,38.41,Berlin,Coventry Hub,International,2954.12
2025-06-09,IN-CONS-3602,Client_C,INV-IN-7260,IN-REF-778,32.44,Paris,Coventry Hub,International,1891.71
2025-06-22,IN-CONS-3139,Client_C,INV-IN-7858,IN-REF-779,37.41,Madrid,Coventry Hub,International,4195.85
2025-06-22,IN-CONS-3407,Client_A,INV-IN-7390,IN-REF-780,13.41,Paris,Coventry Hub,International,765.67
2025-06-29,IN-CONS-3524,Client_A,INV-IN-7793,IN-REF-781,17.54,Madrid,Coventry Hub,International,2381.12
2025-06-07,IN-CONS-3391,Client_C,INV-IN-7322,IN-REF-782,4.59,Madrid,Coventry Hub,International,4913.8
2025-06-19,IN-CONS-3308,Client_C,INV-IN-7837,IN-REF-783,44.15,Madrid,Coventry Hub,International,3336.67
2025-06-21,IN-CONS-3615,Client_C,INV-IN-7327,IN-REF-784,41.5,Paris,Coventry Hub,International,4602.39
2025-06-02,IN-CONS-3359,Client_C,INV-IN-7309,IN-REF-785,28.95,Paris,Coventry Hub,International,2767.38
2025-06-02,IN-CONS-3579,Client_B,INV-IN-7578,IN-REF-786,28.08,Berlin,Coventry Hub,International,1198.2
2025-06-01,IN-CONS-3707,Client_A,INV-IN-7189,IN-REF-787,17.72,Berlin,Coventry Hub,International,2475.81
2025-06-23,IN-CONS-3806,Client_A,INV-IN-7168,IN-REF-788,30.81,Paris,Coventry Hub,International,3788.6
2025-06-21,IN-CONS-3616,Client_C,INV-IN-7502,IN-REF-789,14.1,Paris,Coventry Hub,International,1577.45
2025-06-01,IN-CONS-3316,Client_C,INV-IN-7970,IN-REF-790,13.49,Paris,Coventry Hub,International,1657.56
2025-06-14,IN-CONS-3475,Client_C,INV-IN-7950,IN-REF-791,26.78,Berlin,Coventry Hub,International,4134.94
2025-06-01,IN-CONS-3110,Client_B,INV-IN-7219,IN-REF-792,15.72,Madrid,Coventry Hub,International,2131.12
2025-06-28,IN-CONS-3835,Client_A,INV-IN-7634,IN-REF-793,32.34,Paris,Coventry Hub,International,4255.8
2025-06-28,IN-CONS-3498,Client_A,INV-IN-7524,IN-REF-794,5.65,Madrid,Coventry Hub,International,2936.83
2025-06-01,IN-CONS-3591,Client_C,INV-IN-7668,IN-REF-795,5.0,Paris,Coventry Hub,International,1867.86
2025-06-20,IN-CONS-3538,Client_B,INV-IN-7869,IN-REF-796,32.34,Madrid,Coventry Hub,International,919.07
2025-06-12,IN-CONS-3973,Client_A,INV-IN-7390,IN-REF-797,38.14,Paris,Coventry Hub,International,3409.5
2025-06-09,IN-CONS-3770,Client_C,INV-IN-7627,IN-REF-798,37.5,Madrid,Coventry Hub,International,3587.26
2025-06-01,IN-CONS-3010,Client_A,INV-IN-7330,IN-REF-799,5.33,Madrid,Coventry Hub,International,804.75
2025-06-10,IN-CONS-3866,Client_C,INV-IN-7017,IN-REF-800,23.93,Paris,Coventry Hub,International,4351.85
2025-06-12,IN-CONS-3118,Client_C,INV-IN-7162,IN-REF-801,6.47,Paris,Coventry Hub,International,3332.5
2025-06-28,IN-CONS-3901,Client_B,INV-IN-7152,IN-REF-802,49.98,Madrid,Coventry Hub,International,4632.79
2025-06-26,IN-CONS-3558,Client_B,INV-IN-7797,IN-REF-803,17.06,Berlin,Coventry Hub,International,2638.41
2025-06-05,IN-CONS-3879,Client_B,INV-IN-7644,IN-REF-804,30.14,Madrid,Coventry Hub,International,1538.5
2025-06-08,IN-CONS-3057,Client_C,INV-IN-7278,IN-REF-805,5.06,Paris,Coventry Hub,International,1538.6
2025-06-14,IN-CONS-3517,Client_B,INV-IN-7326,IN-REF-806,6.44,Berlin,Coventry Hub,International,1319.64
2025-06-02,IN-CONS-3940,Client_A,INV-IN-7895,IN-REF-807,38.05,Berlin,Coventry Hub,International,4840.8
2025-06-17,IN-CONS-3794,Client_B,INV-IN-7508,IN-REF-808,36.16,Madrid,Coventry Hub,International,4386.05
2025-06-15,IN-CONS-3957,Client_C,INV-IN-7474,IN-REF-809,6.1,Madrid,Coventry Hub,International,4078.52
2025-06-23,IN-CONS-3139,Client_A,INV-IN-7606,IN-REF-810,2.85,Berlin,Coventry Hub,International,1859.04
2025-06-25,IN-CONS-3631,Client_C,INV-IN-7873,IN-REF-811,4.52,Berlin,Coventry Hub,International,2523.75
2025-06-08,IN-CONS-3762,Client_B,INV-IN-7982,IN-REF-812,29.52,Paris,Coventry Hub,International,4707.34
2025-06-23,IN-CONS-3799,Client_C,INV-IN-7811,IN-REF-813,40.67,Berlin,Coventry Hub,International,4827.61
2025-06-27,IN-CONS-3470,Client_A,INV-IN-7320,IN-REF-814,21.96,Berlin,Coventry Hub,International,3527.02
2025-06-19,IN-CONS-3562,Client_C,INV-IN-7094,IN-REF-815,15.19,Paris,Coventry Hub,International,3515.93
2025-06-22,IN-CONS-3736,Client_B,INV-IN-7051,IN-REF-816,13.43,Madrid,Coventry Hub,International,2743.82
2025-06-07,IN-CONS-3523,Client_B,INV-IN-7435,IN-REF-817,4.78,Berlin,Coventry Hub,International,1606.46
2025-06-05,IN-CONS-3618,Client_A,INV-IN-7640,IN-REF-818,28.03,Madrid,Coventry Hub,International,2264.07
2025-06-10,IN-CONS-3072,Client_B,INV-IN-7358,IN-REF-819,33.41,Paris,Coventry Hub,International,2085.72
2025-06-10,IN-CONS-3161,Client_A,INV-IN-7984,IN-REF-820,42.48,Berlin,Coventry Hub,International,4598.65
2025-06-03,IN-CONS-3990,Client_C,INV-IN-7504,IN-REF-821,2.49,Madrid,Coventry Hub,International,1819.98
2025-06-12,IN-CONS-3325,Client_B,INV-IN-7533,IN-REF-822,24.4,Paris,Coventry Hub,International,4543.14
2025-06-06,IN-CONS-3757,Client_B,INV-IN-7399,IN-REF-823,37.54,Paris,Coventry Hub,International,4649.31
2025-06-17,IN-CONS-3991,Client_C,INV-IN-7403,IN-REF-824,35.78,Madrid,Coventry Hub,International,1565.48
2025-06-01,IN-CONS-3780,Client_A,INV-IN-7858,IN-REF-825,48.69,Madrid,Coventry Hub,International,644.65
2025-06-17,IN-CONS-3583,Client_A,INV-IN-7477,IN-REF-826,14.83,Madrid,Coventry Hub,International,4753.3
2025-06-03,IN-CONS-3608,Client_C,INV-IN-7861,IN-REF-827,2.43,Paris,Coventry Hub,International,4272.44
2025-06-28,IN-CONS-3988,Client_C,INV-IN-7441,IN-REF-828,18.47,Madrid,Coventry Hub,International,4035.74
2025-06-22,IN-CONS-3549,Client_C,INV-IN-7616,IN-REF-829,25.66,Paris,Coventry Hub,International,1815.73
2025-06-12,IN-CONS-3291,Client_B,INV-IN-7166,IN-REF-830,8.21,Berlin,Coventry Hub,International,1963.3
2025-06-05,IN-CONS-3532,Client_A,INV-IN-7782,IN-REF-831,2.74,Madrid,Coventry Hub,International,2996.73
2025-06-09,IN-CONS-3629,Client_C,INV-IN-7468,IN-REF-832,12.78,Berlin,Coventry Hub,International,4120.38
2025-06-20,IN-CONS-3376,Client_A,INV-IN-7161,IN-REF-833,15.15,Madrid,Coventry Hub,International,3838.6
2025-06-18,IN-CONS-3456,Client_C,INV-IN-7524,IN-REF-834,33.97,Madrid,Coventry Hub,International,3850.7
2025-06-20,IN-CONS-3468,Client_A,INV-IN-7333,IN-REF-835,29.19,Madrid,Coventry Hub,International,1573.22
2025-06-20,IN-CONS-3324,Client_A,INV-IN-7381,IN-REF-836,40.47,Madrid,Coventry Hub,International,2510.27
2025-06-14,IN-CONS-3689,Client_A,INV-IN-7222,IN-REF-837,17.46,Paris,Coventry Hub,International,3652.76
2025-06-28,IN-CONS-3368,Client_A,INV-IN-7775,IN-REF-838,39.41,Madrid,Coventry Hub,International,1032.27
2025-06-12,IN-CONS-3131,Client_C,INV-IN-7792,IN-REF-839,29.31,Paris,Coventry Hub,International,3435.33
2025-06-07,IN-CONS-3286,Client_A,INV-IN-7119,IN-REF-840,33.49,Paris,Coventry Hub,International,435.42
2025-06-26,IN-CONS-3977,Client_B,INV-IN-7068,IN-REF-841,15.24,Paris,Coventry Hub,International,2054.87
2025-06-05,IN-CONS-3455,Client_C,INV-IN-7055,IN-REF-842,4.89,Paris,Coventry Hub,International,899.77
2025-06-15,IN-CONS-3107,Client_B,INV-IN-7941,IN-REF-843,32.64,Paris,Coventry Hub,International,3749.89
2025-06-13,IN-CONS-3633,Client_A,INV-IN-7127,IN-REF-844,28.68,Berlin,Coventry Hub,International,830.54
2025-06-18,IN-CONS-3069,Client_C,INV-IN-7479,IN-REF-845,47.35,Paris,Coventry Hub,International,4959.43
2025-06-26,IN-CONS-3288,Client_B,INV-IN-7307,IN-REF-846,19.83,Berlin,Coventry Hub,International,4471.76
2025-06-19,IN-CONS-3789,Client_A,INV-IN-7835,IN-REF-847,40.31,Paris,Coventry Hub,International,1117.52
2025-06-14,IN-CONS-3745,Client_A,INV-IN-7802,IN-REF-848,21.93,Berlin,Coventry Hub,International,1954.3
2025-06-20,IN-CONS-3619,Client_B,INV-IN-7329,IN-REF-849,19.14,Paris,Coventry Hub,International,4349.44
2025-06-26,IN-CONS-3491,Client_C,INV-IN-7156,IN-REF-850,35.35,Paris,Coventry Hub,International,4195.27
2025-06-11,IN-CONS-3179,Client_A,INV-IN-7295,IN-REF-851,28.07,Berlin,Coventry Hub,International,1271.88
2025-06-17,IN-CONS-3778,Client_B,INV-IN-7756,IN-REF-852,7.98,Berlin,Coventry Hub,International,900.99
2025-06-17,IN-CONS-3024,Client_C,INV-IN-7108,IN-REF-853,37.09,Madrid,Coventry Hub,International,663.86
2025-06-23,IN-CONS-3114,Client_B,INV-IN-7958,IN-REF-854,40.77,Paris,Coventry Hub,International,724.39
2025-06-18,IN-CONS-3928,Client_B,INV-IN-7968,IN-REF-855,45.65,Madrid,Coventry Hub,International,1408.68
2025-06-03,IN-CONS-3429,Client_A,INV-IN-7657,IN-REF-856,15.46,Paris,Coventry Hub,International,1164.76
2025-06-04,IN-CONS-3629,Client_C,INV-IN-7557,IN-REF-857,14.29,Berlin,Coventry Hub,International,2053.67
2025-06-15,IN-CONS-3662,Client_A,INV-IN-7983,IN-REF-858,24.07,Berlin,Coventry Hub,International,2760.59
2025-06-10,IN-CONS-3241,Client_A,INV-IN-7893,IN-REF-859,42.92,Paris,Coventry Hub,International,1621.14
2025-06-02,IN-CONS-3616,Client_A,INV-IN-7967,IN-REF-860,5.74,Paris,Coventry Hub,International,2406.99
2025-06-10,IN-CONS-3311,Client_C,INV-IN-7186,IN-REF-861,22.73,Berlin,Coventry Hub,International,4018.56
2025-06-07,IN-CONS-3487,Client_A,INV-IN-7535,IN-REF-862,5.78,Paris,Coventry Hub,International,3285.32
2025-06-25,IN-CONS-3552,Client_B,INV-IN-7859,IN-REF-863,45.02,Paris,Coventry Hub,International,2729.49
2025-06-04,IN-CONS-3141,Client_B,INV-IN-7355,IN-REF-864,41.06,Paris,Coventry Hub,International,1844.24
2025-06-04,IN-CONS-3654,Client_A,INV-IN-7395,IN-REF-865,8.85,Paris,Coventry Hub,International,3347.98
2025-06-11,IN-CONS-3161,Client_B,INV-IN-7235,IN-REF-866,11.21,Madrid,Coventry Hub,International,565.11
2025-06-17,IN-CONS-3395,Client_B,INV-IN-7126,IN-REF-867,38.29,Berlin,Coventry Hub,International,507.88
2025-06-18,IN-CONS-3957,Client_B,INV-IN-7327,IN-REF-868,6.98,Paris,Coventry Hub,International,4259.57
2025-06-05,IN-CONS-3338,Client_A,INV-IN-7114,IN-REF-869,2.37,Madrid,Coventry Hub,International,904.59
2025-06-19,IN-CONS-3034,Client_B,INV-IN-7786,IN-REF-870,22.97,Madrid,Coventry Hub,International,799.27
2025-06-10,IN-CONS-3810,Client_C,INV-IN-7060,IN-REF-871,12.27,Madrid,Coventry Hub,International,2967.0
2025-06-01,IN-CONS-3319,Client_B,INV-IN-7160,IN-REF-872,33.23,Berlin,Coventry Hub,International,2270.32
2025-06-04,IN-CONS-3228,Client_A,INV-IN-7719,IN-REF-873,6.18,Berlin,Coventry Hub,International,4873.75
2025-06-03,IN-CONS-3375,Client_B,INV-IN-7789,IN-REF-874,5.71,Paris,Coventry Hub,International,3455.01
2025-06-24,IN-CONS-3039,Client_C,INV-IN-7934,IN-REF-875,22.56,Paris,Coventry Hub,International,2018.34
2025-06-24,IN-CONS-3874,Client_A,INV-IN-7935,IN-REF-876,11.6,Madrid,Coventry Hub,International,2639.61
2025-06-09,IN-CONS-3941,Client_B,INV-IN-7790,IN-REF-877,41.73,Madrid,Coventry Hub,International,4191.16
2025-06-08,IN-CONS-3891,Client_B,INV-IN-7454,IN-REF-878,31.76,Paris,Coventry Hub,International,184.24
2025-06-25,IN-CONS-3209,Client_C,INV-IN-7968,IN-REF-879,34.16,Madrid,Coventry Hub,International,2605.87
2025-06-06,IN-CONS-3699,Client_A,INV-IN-7169,IN-REF-880,48.47,Paris,Coventry Hub,International,2175.21
2025-06-02,IN-CONS-3765,Client_B,INV-IN-7914,IN-REF-881,6.46,Berlin,Coventry Hub,International,2325.16
2025-06-17,IN-CONS-3154,Client_B,INV-IN-7550,IN-REF-882,28.73,Berlin,Coventry Hub,International,2208.63
2025-06-16,IN-CONS-3915,Client_B,INV-IN-7948,IN-REF-883,29.55,Paris,Coventry Hub,International,4331.0
2025-06-10,IN-CONS-3407,Client_C,INV-IN-7917,IN-REF-884,3.94,Madrid,Coventry Hub,International,3350.95
2025-06-14,IN-CONS-3898,Client_A,INV-IN-7166,IN-REF-885,11.89,Paris,Coventry Hub,International,4272.97
2025-06-03,IN-CONS-3181,Client_B,INV-IN-7273,IN-REF-886,23.13,Paris,Coventry Hub,International,1635.11
2025-06-23,IN-CONS-3696,Client_B,INV-IN-7766,IN-REF-887,4.46,Paris,Coventry Hub,International,2081.6
2025-06-09,IN-CONS-3171,Client_B,INV-IN-7999,IN-REF-888,7.25,Paris,Coventry Hub,International,1023.93
2025-06-03,IN-CONS-3693,Client_A,INV-IN-7620,IN-REF-889,39.35,Madrid,Coventry Hub,International,4634.25
2025-06-25,IN-CONS-3159,Client_A,INV-IN-7256,IN-REF-890,19.6,Paris,Coventry Hub,International,3653.68
