SHIPMENTDATE,BARCODE,ACCOUNTNUMBER,INVOICE_NUMBER,Consignment,REFERENCE,WEIGHT,VOLUMETRIC_WEIGHT,LENGTH,WIDTH,HEIGHT,PRODUCT_TYPE_NAME,Destination,ZONE,BASE_RATE,FINAL_PRICE
2025-06-21,BAR92145,ACC-932,INV-5180,CONS-1870,REF-562,19.12,11.84,14,25,70,Economy,Manchester,Zone 3,21.05,24.71
2025-06-01,BAR50499,ACC-293,INV-5825,CONS-1550,REF-563,26.02,19.06,92,51,15,Express,Glasgow,Zone 3,47.88,69.72
2025-06-15,BAR12321,ACC-854,INV-5890,CONS-1802,REF-564,27.17,1.67,22,67,78,Standard,Glasgow,Zone 2,47.45,13.99
2025-06-24,BAR63351,ACC-770,INV-5523,CONS-1711,REF-565,15.67,4.09,27,75,62,Express,Glasgow,Zone 3,25.95,12.77
2025-06-23,BAR18590,ACC-149,INV-5975,CONS-1729,REF-566,20.96,7.37,56,14,88,Express,London,Zone 2,44.12,27.88
2025-06-03,BAR78266,ACC-662,INV-5133,CONS-1624,REF-567,7.19,31.1,23,52,64,Standard,Manchester,Zone 3,26.71,30.92
2025-06-18,BAR16562,ACC-671,INV-5693,CONS-1857,REF-568,10.35,21.61,19,13,78,Standard,Glasgow,Zone 1,15.79,21.77
2025-06-27,BAR35741,ACC-864,INV-5941,CONS-1475,REF-569,21.68,22.44,17,27,39,Standard,Birmingham,Zone 2,9.72,36.39
2025-06-22,BAR26777,ACC-763,INV-5478,CONS-1729,REF-570,11.31,18.97,76,71,20,Standard,London,Zone 2,39.46,97.7
2025-06-15,BAR23375,ACC-726,INV-5161,CONS-1608,REF-571,27.1,34.53,56,16,71,Express,Birmingham,Zone 2,47.96,11.82
2025-06-28,BAR73505,ACC-618,INV-5748,CONS-1432,REF-572,13.33,31.34,35,72,17,Standard,Glasgow,Zone 2,22.54,30.04
2025-06-18,BAR85352,ACC-690,INV-5689,CONS-1403,REF-573,20.77,32.58,16,13,14,Express,Manchester,Zone 2,25.66,41.73
2025-06-10,BAR48659,ACC-809,INV-5161,CONS-1932,REF-574,1.87,6.51,71,16,15,Express,Manchester,Zone 1,39.99,88.04
2025-06-18,BAR37197,ACC-168,INV-5892,CONS-1348,REF-575,15.36,25.34,93,57,63,Express,Manchester,Zone 2,39.01,72.27
2025-06-29,BAR20807,ACC-597,INV-5674,CONS-1454,REF-576,5.91,2.18,93,23,41,Standard,Birmingham,Zone 2,9.14,31.19
2025-06-09,BAR67447,ACC-323,INV-5006,CONS-1263,REF-577,14.32,14.69,82,16,100,Standard,Birmingham,Zone 3,27.86,92.59
2025-06-23,BAR57996,ACC-616,INV-5090,CONS-1664,REF-578,19.54,33.73,56,32,22,Express,Glasgow,Zone 2,24.44,84.78
2025-06-12,BAR18581,ACC-428,INV-5696,CONS-1482,REF-579,4.48,15.19,68,62,30,Economy,Birmingham,Zone 3,20.45,61.4
2025-06-29,BAR49836,ACC-798,INV-5546,CONS-1389,REF-580,18.22,6.88,100,73,38,Economy,London,Zone 3,44.79,33.11
2025-06-13,BAR78002,ACC-590,INV-5226,CONS-1251,REF-581,6.38,23.08,67,81,89,Standard,Manchester,Zone 2,33.43,16.38
2025-06-14,BAR75766,ACC-237,INV-5588,CONS-1547,REF-582,7.77,14.76,63,18,35,Standard,Manchester,Zone 3,14.7,67.58
2025-06-20,BAR80634,ACC-140,INV-5855,CONS-1224,REF-583,11.64,32.7,28,93,81,Standard,London,Zone 2,32.86,66.95
2025-06-28,BAR29777,ACC-556,INV-5096,CONS-1331,REF-584,26.39,34.01,42,32,96,Standard,Manchester,Zone 1,26.98,66.24
2025-06-21,BAR68882,ACC-152,INV-5425,CONS-1255,REF-585,23.52,13.33,46,14,78,Standard,Manchester,Zone 3,36.8,13.03
2025-06-02,BAR32051,ACC-981,INV-5770,CONS-1476,REF-586,22.44,33.57,72,67,98,Express,Manchester,Zone 3,19.13,45.98
2025-06-20,BAR73941,ACC-307,INV-5285,CONS-1938,REF-587,2.17,19.73,17,11,92,Standard,Manchester,Zone 3,48.37,74.26
2025-06-28,BAR91157,ACC-285,INV-5951,CONS-1294,REF-588,20.64,1.22,28,72,91,Standard,Manchester,Zone 3,8.27,30.53
2025-06-22,BAR87245,ACC-670,INV-5384,CONS-1165,REF-589,23.39,29.05,27,31,76,Economy,Manchester,Zone 3,6.34,52.1
2025-06-28,BAR85748,ACC-743,INV-5817,CONS-1645,REF-590,2.11,22.05,28,47,88,Standard,Manchester,Zone 1,10.25,31.86
2025-06-23,BAR24208,ACC-531,INV-5365,CONS-1569,REF-591,17.46,28.19,42,13,12,Standard,London,Zone 3,34.87,37.28
2025-06-13,BAR10700,ACC-888,INV-5043,CONS-1340,REF-592,21.96,17.52,28,93,84,Express,London,Zone 3,45.78,69.1
2025-06-14,BAR36426,ACC-688,INV-5449,CONS-1674,REF-593,29.23,1.7,53,18,63,Standard,Birmingham,Zone 1,6.73,32.96
2025-06-05,BAR82218,ACC-310,INV-5844,CONS-1832,REF-594,5.43,18.63,50,37,75,Express,Glasgow,Zone 3,31.72,45.44
2025-06-27,BAR45716,ACC-556,INV-5647,CONS-1507,REF-595,19.6,19.44,59,64,71,Express,London,Zone 1,41.92,91.15
2025-06-10,BAR87771,ACC-438,INV-5421,CONS-1128,REF-596,6.34,15.73,27,27,65,Express,Birmingham,Zone 3,24.8,62.88
2025-06-17,BAR66354,ACC-302,INV-5820,CONS-1899,REF-597,16.57,1.58,55,14,99,Express,London,Zone 2,6.07,33.78
2025-06-14,BAR82327,ACC-736,INV-5021,CONS-1775,REF-598,22.95,22.97,69,41,15,Economy,Glasgow,Zone 2,42.28,72.19
2025-06-26,BAR24022,ACC-970,INV-5216,CONS-1032,REF-599,17.54,8.51,42,83,88,Economy,Glasgow,Zone 1,8.71,71.19
2025-06-13,BAR12589,ACC-792,INV-5600,CONS-1677,REF-600,20.39,27.55,87,96,12,Express,Manchester,Zone 2,35.03,15.5
2025-06-17,BAR29954,ACC-264,INV-5989,CONS-1540,REF-601,25.15,21.42,62,38,51,Express,Glasgow,Zone 2,25.49,99.19
2025-06-16,BAR30319,ACC-692,INV-5418,CONS-1915,REF-602,19.29,3.27,65,22,29,Standard,London,Zone 3,34.46,89.69
2025-06-17,BAR44218,ACC-769,INV-5381,CONS-1126,REF-603,4.8,1.89,96,94,81,Economy,Glasgow,Zone 2,39.36,71.96
2025-06-23,BAR13842,ACC-115,INV-5406,CONS-1335,REF-604,3.08,6.24,62,70,25,Economy,Glasgow,Zone 3,21.9,65.57
2025-06-02,BAR96974,ACC-993,INV-5180,CONS-1320,REF-605,7.08,17.1,89,43,90,Standard,Glasgow,Zone 1,32.6,35.49
2025-06-25,BAR70155,ACC-893,INV-5132,CONS-1590,REF-606,3.98,32.99,32,10,89,Standard,Manchester,Zone 3,40.04,46.82
2025-06-21,BAR10218,ACC-744,INV-5923,CONS-1679,REF-607,7.12,24.82,57,70,48,Standard,Glasgow,Zone 2,16.59,93.96
2025-06-14,BAR52882,ACC-236,INV-5206,CONS-1356,REF-608,9.21,12.81,35,69,96,Economy,Birmingham,Zone 2,42.7,95.58
2025-06-23,BAR77704,ACC-923,INV-5196,CONS-1073,REF-609,21.57,2.87,53,79,69,Express,Birmingham,Zone 2,12.09,92.72
2025-06-20,BAR45001,ACC-431,INV-5432,CONS-1737,REF-610,19.19,24.47,81,46,89,Economy,Manchester,Zone 1,45.82,91.06
2025-06-11,BAR83333,ACC-637,INV-5301,CONS-1702,REF-611,11.98,18.81,38,27,26,Economy,Birmingham,Zone 3,17.29,37.08
2025-06-11,BAR63044,ACC-161,INV-5110,CONS-1672,REF-612,16.93,14.74,28,60,23,Economy,London,Zone 3,44.92,72.01
2025-06-17,BAR70387,ACC-618,INV-5163,CONS-1115,REF-613,12.02,2.8,54,82,26,Standard,Manchester,Zone 2,29.53,64.59
2025-06-19,BAR67626,ACC-674,INV-5486,CONS-1253,REF-614,6.88,17.51,31,40,95,Economy,Manchester,Zone 2,23.77,50.6
2025-06-19,BAR33741,ACC-352,INV-5981,CONS-1427,REF-615,20.37,14.38,47,37,17,Economy,London,Zone 1,29.53,87.69
2025-06-18,BAR16341,ACC-479,INV-5264,CONS-1414,REF-616,12.99,27.35,54,95,39,Express,Manchester,Zone 2,12.54,64.22
2025-06-29,BAR34561,ACC-433,INV-5265,CONS-1722,REF-617,10.65,6.02,15,24,79,Economy,Manchester,Zone 3,30.32,48.76
2025-06-07,BAR42225,ACC-525,INV-5649,CONS-1179,REF-618,17.04,20.51,64,53,35,Express,Birmingham,Zone 2,9.02,46.64
2025-06-02,BAR73564,ACC-608,INV-5810,CONS-1806,REF-619,23.98,19.29,71,14,24,Economy,Manchester,Zone 2,12.76,35.8
2025-06-18,BAR52147,ACC-886,INV-5380,CONS-1283,REF-620,21.31,32.99,82,100,72,Economy,London,Zone 3,25.01,93.24
2025-06-02,BAR28743,ACC-466,INV-5000,CONS-1418,REF-621,29.62,28.59,32,49,26,Standard,London,Zone 1,16.25,31.69
2025-06-25,BAR19014,ACC-797,INV-5411,CONS-1655,REF-622,27.62,25.08,80,64,47,Standard,London,Zone 2,41.23,42.56
2025-06-05,BAR86538,ACC-382,INV-5282,CONS-1865,REF-623,12.57,4.99,22,76,14,Express,Glasgow,Zone 2,8.77,85.75
2025-06-11,BAR31727,ACC-477,INV-5326,CONS-1940,REF-624,16.85,22.47,81,87,100,Economy,Manchester,Zone 2,44.75,29.72
2025-06-26,BAR51557,ACC-301,INV-5931,CONS-1037,REF-625,16.63,34.42,16,10,39,Economy,Manchester,Zone 3,33.22,62.75
2025-06-21,BAR51027,ACC-809,INV-5720,CONS-1538,REF-626,17.48,31.03,88,19,61,Economy,London,Zone 2,20.3,88.72
2025-06-12,BAR91732,ACC-223,INV-5758,CONS-1724,REF-627,9.49,31.69,85,46,71,Economy,Manchester,Zone 2,23.99,73.4
2025-06-20,BAR29725,ACC-612,INV-5155,CONS-1957,REF-628,3.91,10.53,55,33,68,Economy,Manchester,Zone 2,6.98,70.58
2025-06-16,BAR35261,ACC-589,INV-5071,CONS-1671,REF-629,7.47,28.96,21,24,48,Standard,Manchester,Zone 3,45.58,94.0
2025-06-22,BAR27466,ACC-256,INV-5861,CONS-1162,REF-630,29.97,3.16,27,49,90,Standard,Birmingham,Zone 3,16.86,74.91
2025-06-28,BAR39477,ACC-156,INV-5508,CONS-1681,REF-631,18.92,17.97,44,66,22,Standard,Glasgow,Zone 1,6.12,44.13
2025-06-05,BAR79211,ACC-109,INV-5893,CONS-1931,REF-632,8.98,13.6,60,86,17,Express,Birmingham,Zone 1,44.59,95.13
2025-06-21,BAR78557,ACC-608,INV-5427,CONS-1415,REF-633,13.15,29.66,99,98,42,Standard,Birmingham,Zone 3,11.71,67.35
2025-06-13,BAR63685,ACC-124,INV-5696,CONS-1570,REF-634,26.29,10.91,45,71,89,Standard,Birmingham,Zone 3,41.98,85.54
2025-06-07,BAR74568,ACC-804,INV-5838,CONS-1078,REF-635,22.8,27.58,38,72,49,Economy,Birmingham,Zone 3,45.85,25.21
2025-06-16,BAR51018,ACC-366,INV-5554,CONS-1177,REF-636,20.0,24.5,73,65,55,Standard,Glasgow,Zone 2,10.75,11.66
2025-06-15,BAR51137,ACC-279,INV-5309,CONS-1272,REF-637,29.22,3.25,46,50,36,Express,Manchester,Zone 3,47.12,93.56
2025-06-07,BAR98479,ACC-979,INV-5827,CONS-1628,REF-638,25.99,11.55,99,95,86,Express,Glasgow,Zone 1,45.04,49.04
2025-06-12,BAR74621,ACC-634,INV-5739,CONS-1843,REF-639,21.87,1.21,38,53,93,Economy,Manchester,Zone 3,41.41,28.79
2025-06-23,BAR29350,ACC-228,INV-5288,CONS-1240,REF-640,13.63,7.54,92,10,45,Express,Manchester,Zone 1,36.63,74.17
2025-06-04,BAR17512,ACC-407,INV-5733,CONS-1468,REF-641,3.6,31.72,85,36,73,Standard,Birmingham,Zone 3,44.3,79.96
2025-06-07,BAR41862,ACC-188,INV-5160,CONS-1266,REF-642,28.48,13.7,12,40,93,Express,London,Zone 3,10.05,16.02
2025-06-08,BAR69196,ACC-403,INV-5559,CONS-1950,REF-643,23.69,16.43,84,75,39,Express,Manchester,Zone 1,26.19,36.77
2025-06-23,BAR93324,ACC-832,INV-5023,CONS-1196,REF-644,13.63,8.34,61,80,22,Economy,Manchester,Zone 3,31.77,69.47
2025-06-21,BAR25523,ACC-282,INV-5128,CONS-1518,REF-645,9.4,13.02,38,36,48,Economy,Birmingham,Zone 2,8.19,56.82
2025-06-26,BAR16431,ACC-578,INV-5562,CONS-1768,REF-646,20.9,22.61,16,13,46,Economy,Glasgow,Zone 1,10.39,69.1
2025-06-28,BAR30806,ACC-671,INV-5979,CONS-1468,REF-647,21.56,33.4,54,40,75,Economy,Manchester,Zone 2,13.38,18.68
2025-06-28,BAR70670,ACC-500,INV-5774,CONS-1445,REF-648,1.36,3.7,82,59,49,Express,Birmingham,Zone 3,42.32,56.46
2025-06-01,BAR84007,ACC-594,INV-5064,CONS-1389,REF-649,24.83,9.25,10,43,76,Economy,Birmingham,Zone 2,23.81,47.13
2025-06-05,BAR89804,ACC-677,INV-5194,CONS-1651,REF-650,17.59,19.27,53,22,92,Express,Manchester,Zone 3,32.13,68.59
2025-06-02,BAR31160,ACC-979,INV-5637,CONS-1232,REF-651,19.22,24.68,80,90,59,Express,Manchester,Zone 2,43.46,69.23
2025-06-12,BAR28769,ACC-284,INV-5214,CONS-1780,REF-652,6.02,9.55,49,98,30,Express,Birmingham,Zone 1,19.06,32.63
2025-06-21,BAR20946,ACC-550,INV-5656,CONS-1748,REF-653,18.3,26.65,64,72,96,Standard,London,Zone 1,15.03,18.36
2025-06-26,BAR90480,ACC-495,INV-5362,CONS-1733,REF-654,13.37,31.1,34,10,18,Standard,Birmingham,Zone 1,19.46,15.9
2025-06-12,BAR21903,ACC-357,INV-5714,CONS-1861,REF-655,5.8,32.03,37,32,85,Economy,London,Zone 3,6.84,54.37
2025-06-11,BAR92857,ACC-590,INV-5112,CONS-1821,REF-656,24.41,20.89,53,77,54,Express,Glasgow,Zone 2,14.29,40.38
2025-06-24,BAR48747,ACC-371,INV-5349,CONS-1840,REF-657,20.47,10.16,98,50,54,Standard,Glasgow,Zone 3,46.55,22.02
2025-06-13,BAR61264,ACC-299,INV-5885,CONS-1082,REF-658,25.26,8.42,25,96,13,Economy,Manchester,Zone 1,49.59,14.88
2025-06-10,BAR92818,ACC-868,INV-5080,CONS-1763,REF-659,28.46,8.6,40,40,80,Express,Birmingham,Zone 3,38.46,69.15
2025-06-05,BAR40362,ACC-705,INV-5961,CONS-1870,REF-660,27.31,20.63,77,29,52,Express,Birmingham,Zone 2,8.98,70.9
2025-06-20,BAR84294,ACC-122,INV-5714,CONS-1537,REF-661,13.2,15.23,96,73,83,Standard,Birmingham,Zone 1,40.0,39.76
2025-06-01,BAR32576,ACC-166,INV-5096,CONS-1732,REF-662,3.74,20.33,53,100,20,Standard,London,Zone 2,35.45,81.67
2025-06-24,BAR16445,ACC-735,INV-5405,CONS-1056,REF-663,21.31,8.84,83,43,33,Express,Manchester,Zone 1,23.72,10.07
2025-06-20,BAR24888,ACC-363,INV-5870,CONS-1934,REF-664,6.5,22.07,87,68,48,Economy,Glasgow,Zone 2,21.79,32.5
2025-06-21,BAR43813,ACC-801,INV-5147,CONS-1026,REF-665,11.44,30.08,16,19,71,Standard,Glasgow,Zone 1,20.21,59.49
2025-06-15,BAR52728,ACC-154,INV-5161,CONS-1408,REF-666,13.19,10.99,83,84,23,Standard,London,Zone 2,28.86,98.65
2025-06-22,BAR99276,ACC-549,INV-5557,CONS-1294,REF-667,23.73,20.93,89,35,68,Express,Birmingham,Zone 2,20.28,15.63
2025-06-04,BAR49983,ACC-941,INV-5701,CONS-1831,REF-668,20.32,32.08,60,98,65,Express,Glasgow,Zone 2,46.79,62.7
2025-06-02,BAR11476,ACC-305,INV-5847,CONS-1496,REF-669,22.18,25.53,74,56,31,Economy,Glasgow,Zone 2,7.56,11.25
2025-06-20,BAR62342,ACC-394,INV-5190,CONS-1642,REF-670,29.9,20.54,41,43,42,Economy,Glasgow,Zone 1,41.71,60.76
2025-06-08,BAR47722,ACC-900,INV-5116,CONS-1670,REF-671,14.96,22.49,48,33,38,Standard,London,Zone 1,40.87,92.78
2025-06-22,BAR64364,ACC-538,INV-5811,CONS-1364,REF-672,11.84,6.19,79,15,38,Standard,London,Zone 2,22.97,94.49
2025-06-28,BAR78869,ACC-860,INV-5677,CONS-1366,REF-673,29.88,18.37,53,95,38,Standard,London,Zone 2,30.25,70.33
2025-06-10,BAR54930,ACC-557,INV-5570,CONS-1341,REF-674,6.04,33.07,25,60,47,Standard,Glasgow,Zone 3,42.32,39.78
2025-06-08,BAR87866,ACC-569,INV-5756,CONS-1012,REF-675,3.94,3.53,37,35,48,Standard,Birmingham,Zone 1,47.39,23.63
2025-06-06,BAR83218,ACC-465,INV-5054,CONS-1669,REF-676,9.05,18.86,43,47,66,Economy,London,Zone 2,8.65,22.1
2025-06-14,BAR88510,ACC-496,INV-5559,CONS-1549,REF-677,3.42,11.41,56,52,40,Economy,London,Zone 1,20.59,70.01
2025-06-28,BAR64543,ACC-786,INV-5644,CONS-1838,REF-678,8.59,34.28,100,90,97,Standard,London,Zone 3,17.53,49.1
2025-06-08,BAR75374,ACC-361,INV-5176,CONS-1124,REF-679,4.77,15.42,46,53,96,Standard,Glasgow,Zone 1,28.13,98.43
2025-06-17,BAR37794,ACC-432,INV-5480,CONS-1389,REF-680,21.91,2.66,65,15,92,Economy,Manchester,Zone 3,12.51,37.64
2025-06-25,BAR92469,ACC-544,INV-5247,CONS-1832,REF-681,8.09,25.2,43,44,12,Express,Birmingham,Zone 3,35.92,16.97
2025-06-10,BAR91235,ACC-349,INV-5640,CONS-1493,REF-682,19.96,26.91,81,89,19,Express,Birmingham,Zone 1,24.05,11.45
2025-06-06,BAR74993,ACC-546,INV-5039,CONS-1436,REF-683,18.4,27.14,51,59,49,Express,Birmingham,Zone 2,19.47,29.58
2025-06-01,BAR86464,ACC-173,INV-5453,CONS-1100,REF-684,2.58,5.24,28,15,27,Standard,Glasgow,Zone 1,15.22,87.48
2025-06-06,BAR85367,ACC-269,INV-5444,CONS-1036,REF-685,22.62,10.44,66,21,35,Express,Glasgow,Zone 1,10.59,80.15
2025-06-13,BAR43760,ACC-613,INV-5103,CONS-1157,REF-686,23.44,2.31,61,46,82,Express,London,Zone 2,10.37,65.64
2025-06-10,BAR88648,ACC-121,INV-5749,CONS-1522,REF-687,4.36,2.17,82,81,43,Standard,Glasgow,Zone 2,19.02,87.94
2025-06-06,BAR88344,ACC-912,INV-5241,CONS-1186,REF-688,14.8,6.61,22,23,84,Standard,Birmingham,Zone 1,46.37,42.23
2025-06-15,BAR21313,ACC-851,INV-5943,CONS-1747,REF-689,28.91,15.06,68,51,32,Economy,London,Zone 1,48.76,95.66
2025-06-01,BAR94293,ACC-745,INV-5888,CONS-1802,REF-690,15.47,26.26,75,91,10,Standard,Manchester,Zone 3,30.23,86.23
2025-06-27,BAR28592,ACC-399,INV-5335,CONS-1946,REF-691,28.8,11.24,72,93,62,Express,London,Zone 1,36.35,48.99
2025-06-01,BAR30405,ACC-697,INV-5465,CONS-1394,REF-692,9.47,8.81,44,23,26,Economy,Glasgow,Zone 3,17.4,79.25
2025-06-14,BAR25465,ACC-980,INV-5273,CONS-1731,REF-693,26.16,2.77,85,10,89,Economy,Glasgow,Zone 1,12.82,13.19
2025-06-02,BAR83942,ACC-315,INV-5079,CONS-1233,REF-694,17.88,34.2,70,47,39,Standard,London,Zone 3,14.02,60.85
2025-06-16,BAR40906,ACC-573,INV-5341,CONS-1368,REF-695,5.19,1.84,45,62,29,Express,Birmingham,Zone 2,13.52,25.96
2025-06-09,BAR89178,ACC-713,INV-5979,CONS-1603,REF-696,4.72,18.6,60,31,23,Express,London,Zone 1,9.07,94.73
2025-06-03,BAR65514,ACC-908,INV-5650,CONS-1052,REF-697,1.14,29.02,98,66,45,Economy,Birmingham,Zone 3,11.99,64.54
2025-06-05,BAR74594,ACC-882,INV-5712,CONS-1030,REF-698,28.84,16.53,38,84,83,Express,Birmingham,Zone 3,20.73,72.42
2025-06-13,BAR93341,ACC-316,INV-5185,CONS-1288,REF-699,1.47,2.19,33,39,19,Standard,Manchester,Zone 1,40.49,68.55
2025-06-22,BAR65052,ACC-947,INV-5251,CONS-1036,REF-700,22.26,4.22,65,33,71,Standard,London,Zone 3,33.2,39.7
2025-06-09,BAR37992,ACC-833,INV-5258,CONS-1151,REF-701,7.58,1.86,17,63,68,Economy,London,Zone 3,22.08,17.01
2025-06-07,BAR84529,ACC-631,INV-5778,CONS-1555,REF-702,4.55,17.67,74,73,80,Economy,Birmingham,Zone 1,11.74,84.52
2025-06-28,BAR53303,ACC-435,INV-5224,CONS-1154,REF-703,8.83,1.05,69,29,51,Express,Manchester,Zone 2,18.17,75.56
2025-06-19,BAR50214,ACC-381,INV-5497,CONS-1751,REF-704,3.53,33.24,42,88,47,Standard,Birmingham,Zone 1,35.84,55.47
2025-06-02,BAR42874,ACC-638,INV-5664,CONS-1737,REF-705,24.57,5.88,69,52,71,Standard,Manchester,Zone 3,8.42,88.57
2025-06-01,BAR11309,ACC-352,INV-5753,CONS-1717,REF-706,20.08,19.41,54,25,74,Economy,Manchester,Zone 3,42.53,51.43
2025-06-09,BAR95733,ACC-550,INV-5289,CONS-1937,REF-707,22.36,4.89,89,15,97,Economy,Manchester,Zone 2,23.81,14.36
2025-06-15,BAR76136,ACC-620,INV-5568,CONS-1729,REF-708,4.27,17.11,12,69,48,Express,Manchester,Zone 2,29.91,25.12
2025-06-28,BAR91332,ACC-941,INV-5339,CONS-1940,REF-709,16.22,13.79,18,97,77,Express,London,Zone 1,21.59,73.28
2025-06-28,BAR26950,ACC-471,INV-5462,CONS-1901,REF-710,19.84,6.89,71,82,20,Standard,Glasgow,Zone 1,34.44,55.84
2025-06-21,BAR45741,ACC-972,INV-5182,CONS-1881,REF-711,17.26,19.99,60,76,27,Express,Manchester,Zone 1,44.35,93.58
2025-06-27,BAR66621,ACC-272,INV-5316,CONS-1797,REF-712,3.14,33.93,67,29,29,Economy,Glasgow,Zone 1,24.36,78.11
2025-06-05,BAR50318,ACC-375,INV-5104,CONS-1534,REF-713,27.6,30.16,25,35,68,Standard,Manchester,Zone 3,8.29,27.19
2025-06-26,BAR77499,ACC-695,INV-5748,CONS-1712,REF-714,4.8,14.33,41,92,42,Economy,Glasgow,Zone 3,17.23,69.5
2025-06-03,BAR73812,ACC-477,INV-5630,CONS-1607,REF-715,17.69,6.64,88,42,30,Express,Birmingham,Zone 3,42.28,19.59
2025-06-13,BAR95704,ACC-524,INV-5825,CONS-1676,REF-716,9.95,3.61,89,18,62,Express,London,Zone 1,38.21,86.86
2025-06-05,BAR90024,ACC-894,INV-5862,CONS-1445,REF-717,27.75,7.17,97,39,18,Standard,Manchester,Zone 2,32.73,59.7
2025-06-28,BAR82529,ACC-712,INV-5261,CONS-1510,REF-718,27.46,18.56,77,36,10,Standard,Manchester,Zone 1,11.44,28.75
2025-06-29,BAR68519,ACC-370,INV-5647,CONS-1570,REF-719,2.08,4.21,54,80,53,Express,London,Zone 1,43.79,39.82
2025-06-13,BAR98702,ACC-864,INV-5600,CONS-1953,REF-720,4.59,17.33,86,19,38,Express,Manchester,Zone 3,29.08,67.9
2025-06-23,BAR96083,ACC-897,INV-5981,CONS-1216,REF-721,6.7,8.6,67,33,60,Standard,Glasgow,Zone 2,32.94,34.24
2025-06-21,BAR53890,ACC-463,INV-5484,CONS-1549,REF-722,14.34,12.29,69,32,38,Standard,Glasgow,Zone 1,41.86,59.06
2025-06-27,BAR89563,ACC-212,INV-5178,CONS-1711,REF-723,21.4,28.47,99,63,54,Standard,London,Zone 2,46.9,84.52
2025-06-13,BAR55779,ACC-292,INV-5698,CONS-1497,REF-724,12.02,34.45,54,21,21,Express,Glasgow,Zone 3,35.93,12.06
2025-06-19,BAR98635,ACC-133,INV-5997,CONS-1082,REF-725,25.96,10.7,49,43,57,Economy,London,Zone 2,27.69,92.98
2025-06-19,BAR88423,ACC-418,INV-5099,CONS-1465,REF-726,17.43,2.82,43,78,19,Economy,Birmingham,Zone 3,7.64,12.96
2025-06-04,BAR37488,ACC-477,INV-5463,CONS-1863,REF-727,27.52,21.69,48,56,74,Standard,London,Zone 1,7.7,91.46
2025-06-27,BAR83423,ACC-647,INV-5072,CONS-1837,REF-728,5.86,15.66,96,29,32,Economy,Birmingham,Zone 3,13.97,70.38
2025-06-24,BAR98604,ACC-727,INV-5120,CONS-1447,REF-729,21.27,22.74,88,55,40,Economy,Manchester,Zone 1,26.85,66.8
2025-06-19,BAR65990,ACC-684,INV-5795,CONS-1456,REF-730,3.51,31.94,100,86,52,Express,London,Zone 3,35.99,57.46
2025-06-11,BAR61399,ACC-828,INV-5009,CONS-1112,REF-731,29.05,27.94,82,86,15,Standard,Birmingham,Zone 1,45.75,76.04
2025-06-14,BAR55300,ACC-140,INV-5296,CONS-1692,REF-732,4.35,17.14,18,36,51,Economy,Birmingham,Zone 2,48.21,66.89
2025-06-14,BAR81462,ACC-464,INV-5407,CONS-1700,REF-733,12.97,11.31,44,42,91,Economy,Glasgow,Zone 3,23.36,52.39
2025-06-08,BAR65098,ACC-794,INV-5268,CONS-1120,REF-734,18.64,16.24,58,81,40,Standard,Manchester,Zone 2,10.32,63.45
2025-06-12,BAR81178,ACC-413,INV-5148,CONS-1728,REF-735,23.43,28.43,53,10,79,Economy,London,Zone 3,21.13,85.69
2025-06-01,BAR64120,ACC-346,INV-5122,CONS-1760,REF-736,28.04,9.76,50,14,39,Economy,Manchester,Zone 1,21.82,82.75
2025-06-12,BAR60768,ACC-271,INV-5466,CONS-1903,REF-737,7.85,4.66,27,26,17,Standard,London,Zone 1,6.83,89.67
2025-06-05,BAR78259,ACC-279,INV-5450,CONS-1294,REF-738,2.89,31.07,27,51,73,Economy,Manchester,Zone 3,40.36,96.81
2025-06-02,BAR84562,ACC-410,INV-5256,CONS-1002,REF-739,5.38,33.47,57,19,39,Economy,Birmingham,Zone 2,8.43,19.54
2025-06-25,BAR67616,ACC-185,INV-5538,CONS-1341,REF-740,7.19,19.88,96,57,71,Economy,Glasgow,Zone 2,33.53,20.09
2025-06-10,BAR99618,ACC-144,INV-5527,CONS-1090,REF-741,24.09,13.57,27,67,62,Standard,Birmingham,Zone 3,7.3,64.43
2025-06-14,BAR67558,ACC-534,INV-5761,CONS-1532,REF-742,22.18,22.58,44,81,16,Economy,Glasgow,Zone 2,23.45,21.85
2025-06-21,BAR86108,ACC-444,INV-5145,CONS-1642,REF-743,11.66,33.48,39,10,73,Standard,Birmingham,Zone 2,7.39,90.89
2025-06-21,BAR75854,ACC-799,INV-5836,CONS-1970,REF-744,15.51,11.19,90,26,48,Economy,London,Zone 3,43.7,99.33
2025-06-10,BAR74903,ACC-206,INV-5011,CONS-1796,REF-745,19.36,22.04,36,100,64,Standard,Birmingham,Zone 2,17.25,63.08
2025-06-18,BAR69338,ACC-659,INV-5331,CONS-1994,REF-746,25.0,13.73,45,91,45,Express,Birmingham,Zone 1,30.7,27.03
2025-06-19,BAR29635,ACC-918,INV-5103,CONS-1155,REF-747,15.26,32.81,15,50,25,Express,Manchester,Zone 2,11.65,23.31
2025-06-04,BAR49410,ACC-318,INV-5512,CONS-1990,REF-748,19.06,21.58,65,11,60,Express,Glasgow,Zone 3,21.22,94.64
2025-06-08,BAR20258,ACC-525,INV-5246,CONS-1446,REF-749,17.3,21.11,30,57,27,Economy,London,Zone 1,24.71,50.27
